instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,22,22,,,,,32.54
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,30,30,,,,,46.95
,,,,,,,,,38,38,,,,,61.65
,,,,,,,,,38,38,,,,,61.65
,,,,,,,,,38,38,,,,,61.65
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,46,46,,,,,76.56
,,,,,,,,,62,62,,,,,106.76
,,,,,,,,,70,70,,,,,122.00
